Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-55-7995-01A-11D-2184-08	304	93	96	83	73	10	43
TCGA-55-8085-01A-11D-2238-08	89	8	9	121	21	29	9
TCGA-55-8087-01A-11D-2238-08	0	5	0	7	2	13	0
TCGA-55-8089-01A-11D-2238-08	528	221	156	350	15	27	8
TCGA-55-8090-01A-11D-2238-08	21	39	10	0	16	6	0
TCGA-55-8091-01A-11D-2238-08	1	0	0	2	0	18	0
TCGA-55-8092-01A-11D-2238-08	233	115	0	124	34	60	36
TCGA-55-8094-01A-11D-2238-08	268	71	43	7	18	23	47
TCGA-55-8096-01A-11D-2238-08	49	40	35	1	0	19	6
TCGA-55-8097-01A-11D-2238-08	37	0	19	9	6	36	6
TCGA-55-8203-01A-11D-2238-08	283	48	54	0	32	35	0
TCGA-55-8204-01A-11D-2238-08	36	37	26	75	37	19	2
TCGA-55-8206-01A-11D-2238-08	3	7	0	3	0	10	3
TCGA-55-8208-01A-11D-2238-08	36	4	91	143	52	6	6
TCGA-55-8299-01A-11D-2284-08	85	26	30	7	31	0	11
TCGA-55-8301-01A-11D-2284-08	132	22	38	26	54	11	11
TCGA-55-8506-01A-11D-2393-08	876	139	13	16	176	522	18
TCGA-55-8507-01A-11D-2393-08	647	34	149	22	99	47	36
TCGA-55-8510-01A-11D-2393-08	139	113	49	13	0	9	1
TCGA-55-8511-01A-11D-2393-08	303	57	26	70	54	32	42
TCGA-55-8512-01A-11D-2393-08	5	16	13	2	1	2	1
TCGA-55-8514-01A-11D-2393-08	128	92	40	0	0	36	0
TCGA-55-8614-01A-11D-2393-08	17	74	63	19	23	51	0
TCGA-55-8615-01A-11D-2393-08	29	36	25	0	12	10	15
TCGA-55-8616-01A-11D-2393-08	339	67	44	7	25	41	0
TCGA-55-8620-01A-11D-2393-08	255	66	88	12	41	46	14
TCGA-55-8621-01A-11D-2393-08	26	0	9	3	10	5	0
TCGA-55-A48X-01A-11D-A24D-08	214	105	33	17	4	11	4
TCGA-55-A48Y-01A-11D-A24D-08	0	0	25	318	0	25	0
TCGA-55-A48Z-01A-12D-A24P-08	14	0	3	5	14	15	6
TCGA-55-A490-01A-11D-A24D-08	867	278	39	91	62	34	0
TCGA-55-A491-01A-11D-A24D-08	202	50	35	24	48	23	13
TCGA-55-A492-01A-11D-A24D-08	131	74	6	13	48	14	4
TCGA-55-A493-01A-11D-A24D-08	87	74	3	61	16	20	7
TCGA-55-A494-01A-11D-A24P-08	115	20	42	9	0	51	11
TCGA-55-A4DF-01A-11D-A24D-08	56	107	126	513	0	37	0
TCGA-55-A4DG-01A-11D-A24D-08	426	54	154	3	57	29	0
TCGA-55-A57B-01A-12D-A397-08	5	0	0	7	4	18	3
TCGA-62-8394-01A-11D-2323-08	5	26	31	35	10	19	11
TCGA-62-8395-01A-11D-2323-08	0	0	29	14	0	28	2
TCGA-62-8397-01A-11D-2323-08	6	2	1	2	1	9	4
